Season,Tournament Name,Date,Tournament Class,Match,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Magnus Linderoth,,Jonas Floden,"21/6,21/6",Magnus Linderoth,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Nikolai James-Eide,,Øyvind Vegsund Staver,"21/19,21/19",Nikolai James-Eide,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Øyvind Vegsund Staver,,Magnus Linderoth,"21/8,21/4",Øyvind Vegsund Staver,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Nikolai James-Eide,,Jonas Floden,"21/6,21/1",Nikolai James-Eide,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Peter Nikolai Borøy,,Kristoffer Fosserud,"21/12,21/5",Peter Nikolai Borøy,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Peter Nikolai Borøy,,Fredrik Bjørhei,"21/4,21/5",Peter Nikolai Borøy,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Hallvard Grundt,,Kristoffer Fosserud,"21/15,21/14",Hallvard Grundt,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Hallvard Grundt,,Fredrik Bjørhei,"21/12,21/19",Hallvard Grundt,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Peter Nikolai Borøy,,Hallvard Grundt,"21/10,21/5",Peter Nikolai Borøy,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Kristoffer Fosserud,,Fredrik Bjørhei,"15/21,21/17,21/9",Kristoffer Fosserud,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Emil Kjennerud,,Kavin Thas,"21/11,25/23",Emil Kjennerud,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Leonard Volrath Holmboe,,Kristian I Birkeland,"21/8,21/10",Leonard Volrath Holmboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Kristian I Birkeland,,Kavin Thas,"21/11,18/21,21/13",Kristian I Birkeland,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Leonard Volrath Holmboe,,Emil Kjennerud,"21/12,22/20",Leonard Volrath Holmboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Leonard Volrath Holmboe,,Kavin Thas,"21/9,21/14",Leonard Volrath Holmboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Emil Kjennerud,,Kristian I Birkeland,"21/19,21/10",Emil Kjennerud,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Andreas Bauge,,Marcus Kolstad Løberg,"21/7,21/7",Andreas Bauge,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Eivind Engeseth,,Wilhelm Ringvold,"21/9,21/17",Eivind Engeseth,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Eivind Engeseth,,Marcus Kolstad Løberg,"21/4,21/9",Eivind Engeseth,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Andreas Bauge,,Wilhelm Ringvold,"22/20,21/12",Andreas Bauge,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Wilhelm Ringvold,,Marcus Kolstad Løberg,"21/10,21/5",Wilhelm Ringvold,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Herresingle,,Eivind Engeseth,,Andreas Bauge,"21/18,21/18",Eivind Engeseth,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Simona Früh,,Fabia Emblem,"21/19,21/12",Simona Früh,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Fabia Emblem,,Maren Løseth,"21/9,21/6",Fabia Emblem,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Ingrid Beate Østberg,,Anna Olava Hansen,"21/8,21/17",Ingrid Beate Østberg,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Anna Olava Hansen,,Maren Løseth,"21/12,21/12",Anna Olava Hansen,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Fabia Emblem,,Nora Wilskow,"21/11,21/6",Fabia Emblem,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Ingrid Beate Østberg,,Nora Wilskow,"21/9,21/16",Ingrid Beate Østberg,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Fabia Emblem,,Anna Olava Hansen,"21/7,21/12",Fabia Emblem,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Ingrid Beate Østberg,,Maren Løseth,"21/2,21/7",Ingrid Beate Østberg,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Nora Wilskow,,Anna Olava Hansen,"21/6,21/12",Nora Wilskow,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Nora Wilskow,,Maren Løseth,"21/3,21/4",Nora Wilskow,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Fabia Emblem,,Ingrid Beate Østberg,"21/9,21/15",Fabia Emblem,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Simona Früh,,Kaisa Isabell Sandboe,"21/4,21/12",Simona Früh,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Pia Madeleine Slettingdalen Kristiansen,,Anna Mikako Nishimura,"21/17,21/12",Pia Madeleine Slettingdalen Kristiansen,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Kaisa Isabell Sandboe,,Pia Madeleine Slettingdalen Kristiansen,"24/22,21/13",Kaisa Isabell Sandboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Simona Früh,,Erle Marie hOX,"21/5,21/5",Simona Früh,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Anna Mikako Nishimura,,Erle Marie hOX,"21/11,21/18",Anna Mikako Nishimura,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Simona Früh,,Pia Madeleine Slettingdalen Kristiansen,"21/9,21/8",Simona Früh,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Kaisa Isabell Sandboe,,Anna Mikako Nishimura,"21/17,21/8",Kaisa Isabell Sandboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Pia Madeleine Slettingdalen Kristiansen,,Erle Marie hOX,"21/16,21/13",Pia Madeleine Slettingdalen Kristiansen,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Kaisa Isabell Sandboe,,Erle Marie hOX,"21/10,21/11",Kaisa Isabell Sandboe,
2015/2016,Asker Debutanten,28.11.2015,U13 B,Damesingle,,Simona Früh,,Anna Mikako Nishimura,"21/15,21/9",Simona Früh,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Petter Tryland Laheld,"21/12,21/15",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Petter Tryland Laheld,,Advait Mital,"21/18,21/14",Petter Tryland Laheld,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Johannes Daniel Selnes,"21/3,21/8",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Petter Tryland Laheld,,Theodor Jenssen,"21/14,21/18",Petter Tryland Laheld,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Sondre Førsund,"21/6,21/7",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Advait Mital,,Morten Barhaugen,"21/10,21/8",Advait Mital,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Trym Haug,,Sondre Flakstad,"21/13,21/8",Trym Haug,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Advait Mital,,Trym Haug,"21/13,21/13",Advait Mital,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Morten Barhaugen,,Sondre Flakstad,"21/9,21/7",Morten Barhaugen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Advait Mital,,Sondre Flakstad,"21/13,21/12",Advait Mital,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Morten Barhaugen,,Trym Haug,"20/22,21/12,21/11",Morten Barhaugen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Oleg Karpov,,Sebastian Santha,"21/9,21/9",Oleg Karpov,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Petter Tryland Laheld,,Gabriel Simensen,"21/8,21/6",Petter Tryland Laheld,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Petter Tryland Laheld,,Oleg Karpov,"21/7,21/8",Petter Tryland Laheld,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Gabriel Simensen,,Sebastian Santha,"21/4,21/12",Gabriel Simensen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Oleg Karpov,,Gabriel Simensen,"21/16,21/23,21/13",Oleg Karpov,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Petter Tryland Laheld,,Sebastian Santha,"21/2,21/0",Petter Tryland Laheld,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Theodor Jenssen,,Johannes Bjørnstad,"21/10,21/13",Theodor Jenssen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Marius Aga,,Vetle Bækkelien,"10/21,21/11,22/20",Marius Aga,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Theodor Jenssen,,Vetle Bækkelien,"21/15,21/17",Theodor Jenssen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Johannes Bjørnstad,,Marius Aga,"21/19,21/7",Johannes Bjørnstad,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Theodor Jenssen,,Marius Aga,"25/23,21/6",Theodor Jenssen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Johannes Bjørnstad,,Vetle Bækkelien,"21/13,24/26,21/6",Johannes Bjørnstad,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Sondre Førsund,,Aksel Skullerud Fosaas,"22/20,21/15",Sondre Førsund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Håvard Stensrud Kolseth,,Simon Magnryd,"21/11,21/7",Håvard Stensrud Kolseth,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Sondre Førsund,,Simon Magnryd,"20/22,21/12,21/15",Sondre Førsund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Håvard Stensrud Kolseth,,Aksel Skullerud Fosaas,"21/12,21/8",Håvard Stensrud Kolseth,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Sondre Førsund,,Håvard Stensrud Kolseth,"22/20,21/19",Sondre Førsund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Simon Magnryd,,Aksel Skullerud Fosaas,"21/16,21/13",Simon Magnryd,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Jesper Palmqvist,"21/11,21/10",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Hans Jørgen Berg,,Gard Lindby,"21/18,21/17",Hans Jørgen Berg,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Jesper Palmqvist,,Gard Lindby,"21/7,21/3",Jesper Palmqvist,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Hans Jørgen Berg,"21/13,21/5",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Jesper Palmqvist,,Hans Jørgen Berg,"21/6,21/16",Jesper Palmqvist,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Andreas Korssund,,Gard Lindby,"21/6,21/3",Andreas Korssund,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Sindre Sjåvåg,,Sigurd Brenne,"21/5,21/10",Sindre Sjåvåg,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Johannes Daniel Selnes,,Philip Valskaar,"21/8,21/8",Johannes Daniel Selnes,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Johannes Daniel Selnes,,Sigurd Brenne,"21/4,21/2",Johannes Daniel Selnes,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Philip Valskaar,,Sindre Sjåvåg,"21/13,18/21,21/17",Philip Valskaar,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Philip Valskaar,,Sigurd Brenne,"21/6,21/2",Philip Valskaar,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Herresingle,,Johannes Daniel Selnes,,Sindre Sjåvåg,"21/14,21/13",Johannes Daniel Selnes,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Victoria Zhang,,Selma Sannan,"21/6,21/7",Victoria Zhang,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Victoria Zhang,,Ingrid Sofie Langsjøvold,"21/16,21/13",Victoria Zhang,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Sannan,,Selma Bøhn,"21/10,21/14",Selma Sannan,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Victoria Zhang,,Linnea Griffin,"21/3,21/3",Victoria Zhang,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Viktoria Bunes,,Julie Wøien Kleveland,"21/9,21/5",Viktoria Bunes,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Victoria Zhang,,Viktoria Bunes,"21/16,21/4",Victoria Zhang,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Julie Wøien Kleveland,,Linnea Griffin,"20/22,21/17,21/16",Julie Wøien Kleveland,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Victoria Zhang,,Julie Wøien Kleveland,"21/11,21/4",Victoria Zhang,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Viktoria Bunes,,Linnea Griffin,"21/11,21/8",Viktoria Bunes,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Caroline Halvorseth,,Helene de Lange,"21/6,21/9",Caroline Halvorseth,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Ingrid Sofie Langsjøvold,,Ane Eline Larsen,"21/6,21/1",Ingrid Sofie Langsjøvold,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Ingrid Sofie Langsjøvold,,Caroline Halvorseth,"21/11,21/7",Ingrid Sofie Langsjøvold,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Helene de Lange,,Ane Eline Larsen,"22/24,21/12,21/9",Helene de Lange,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Caroline Halvorseth,,Ane Eline Larsen,"21/6,21/5",Caroline Halvorseth,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Ingrid Sofie Langsjøvold,,Helene de Lange,"21/13,21/4",Ingrid Sofie Langsjøvold,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Bøhn,,Elin Thommessen,"21/10,21/10",Selma Bøhn,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Renate Willgohs Iversen,,Amanda Lie,"21/10,21/12",Renate Willgohs Iversen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Bøhn,,Renate Willgohs Iversen,"21/11,21/18",Selma Bøhn,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Elin Thommessen,,Amanda Lie,"21/9,21/12",Elin Thommessen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Bøhn,,Amanda Lie,"21/8,21/4",Selma Bøhn,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Renate Willgohs Iversen,,Elin Thommessen,"20/22,21/16,21/14",Renate Willgohs Iversen,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Sannan,,Sidra Fatima Ansari,"21/14,21/13",Selma Sannan,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Emilia Bakkeløkken,,Sidra Fatima Ansari,"21/8,21/5",Emilia Bakkeløkken,
2015/2016,Asker Debutanten,28.11.2015,U15 B,Damesingle,,Selma Sannan,,Emilia Bakkeløkken,"21/9,21/13",Selma Sannan,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Nguyen,,Adrian Bjørnstad,"21/9,21/5",Martin Nguyen,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Adrian Bjørnstad,,Daniel Masami Nishimura,"21/17,21/17",Adrian Bjørnstad,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Fridtjof Goyer,,Petter Vassvik,"21/14,21/10",Fridtjof Goyer,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Nguyen,,Vetle Mangrud,"21/3,21/6",Martin Nguyen,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Nguyen,,Petter Vassvik,"21/10,21/0",Martin Nguyen,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Fridtjof Goyer,,Vetle Mangrud,"21/14,21/10",Fridtjof Goyer,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Petter Vassvik,,Vetle Mangrud,"21/17,21/19",Petter Vassvik,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Nguyen,,Fridtjof Goyer,"21/19,21/10",Martin Nguyen,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Heltveit Dahl,,Halvdan Solvåg Nesse,"21/5,21/13",Martin Heltveit Dahl,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Daniel Masami Nishimura,,Jacob Jarle Hartmann Møklebust,"21/16,21/19",Daniel Masami Nishimura,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Daniel Masami Nishimura,,Halvdan Solvåg Nesse,"21/11,21/3",Daniel Masami Nishimura,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Martin Heltveit Dahl,,Jacob Jarle Hartmann Møklebust,"21/10,21/17",Martin Heltveit Dahl,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Jacob Jarle Hartmann Møklebust,,Halvdan Solvåg Nesse,"21/11,21/10",Jacob Jarle Hartmann Møklebust,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Daniel Masami Nishimura,,Martin Heltveit Dahl,"21/16,21/17",Daniel Masami Nishimura,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Adrian Bjørnstad,,Storm Henrik Walther,"21/9,20/22,21/10",Adrian Bjørnstad,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Adrian Bjørnstad,,Remi Sveberg,"15/21,21/13,21/9",Adrian Bjørnstad,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Herresingle,,Remi Sveberg,,Storm Henrik Walther,"21/15,21/13",Remi Sveberg,
2015/2016,Asker Debutanten,28.11.2015,U17 B,Damesingle,,Elisa Jenssen,,Hanna  Hærum,"21/13,21/9",Elisa Jenssen,
